offerId,ean,notPublishableReason,notPublishableReasonDescription
61f21c4b-5fe5-4571-a3b7-6f969bbf94c9,8720254469461,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
eacd8a04-0b01-4cdf-b5b4-ab33773aac1f,8720813351435,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
6ef9e289-c3b0-4d74-831c-f9e5bcfa695a,8720615380527,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
67eeca9a-e99e-4939-bef9-35311a250f20,5900779935365,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
5922c104-07f4-4734-acd3-0c7e8a131048,8720254824291,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
7c8a9f88-0e7b-44d0-9f55-35c3ffeffb51,8720615384747,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
0d543d7a-be96-4847-aecb-9f9341a3c656,8432393001890,PRICE_NOT_COMPETITIVE,Price too high
269a7985-acce-47e1-b285-34ee904c7a8c,8720615382958,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
1899511f-6e6b-461d-a463-1de1b6f9bb2f,5400943011203,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
89a22dda-151e-4b2c-b650-baa309d16864,8720813350919,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
7b64174e-9248-42a6-845f-562e6a15dfd0,8432393133218,PRICE_NOT_COMPETITIVE,Price too high
db6b6a39-d5be-4981-9c58-8bb0b36d00e3,8720813350452,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
e6663017-b71d-4252-a13d-e5cf7fbb18b2,8720254469058,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
9eecca1f-5fa5-45a3-99d1-93817dcf8a3b,8720813351701,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
ec332e79-efe2-4cb2-811c-b3473b2dfdaf,8720299491007,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
8a6ca6a1-d461-464b-bba7-826736c39e26,8720615383146,UNMATCHED_OFFER,For this product essential product information is missing. Go to 'Mijn aanbod' to enrich this product.
c4318e91-c994-4421-afef-df31037ebdcc,5902802920423,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
b76209f7-5040-4756-824a-3bc5b59bafd3,8432393001920,PRICE_NOT_COMPETITIVE,Price too high
387638c7-574a-4450-9220-8675ed001e2d,8720254824925,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
548f2ada-98ed-4586-b753-52300d9cab99,8719327290101,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
2be9dc89-eeeb-4829-810b-513140bb7f2e,8720813351046,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
f1a7c1be-b18c-480f-b9e7-1d41f46ec323,8719984013990,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
844f562c-d625-4c23-b990-e8844d2fe271,8720615381425,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
837dff60-1b0a-4db8-bc5b-61d52da1c590,8720615380039,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
02761023-a51a-4aae-ab89-fb303ab0412a,8720615381173,NOT_PUBLISHED_BY_SELLER,The seller has not marked the offer for-sale.
17a470bd-39a8-45dc-b1e0-aeb6d5d2305c,8432393000763,PRICE_NOT_COMPETITIVE,Price too high
dfb65e65-b3ba-4562-bd15-6c67a94f5bfb,8720615384297,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
b9f71df1-6614-4cc5-b990-e363a942b193,8432393282244,PRICE_NOT_COMPETITIVE,Price too high
f82ce05f-068a-4c03-99b4-393e9ab628a9,8720254469478,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
e933bc18-f4a5-469c-80dd-e74e9722f619,8720299198043,UNMATCHED_OFFER,For this product essential product information is missing. Go to 'Mijn aanbod' to enrich this product.
f5aa7539-0dcf-46bb-8007-665859b55e21,8720254469942,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
5b3c61b1-d6d1-463b-baf2-3d6aeb89ab9f,8720618241030,UNMATCHED_OFFER,For this product essential product information is missing. Go to 'Mijn aanbod' to enrich this product.
b3b4e6e5-f145-4b43-83ba-d01fa698d3fc,8720387739714,NOT_PUBLISHED_BY_SELLER,The seller has not marked the offer for-sale.
650b744c-5a6d-4677-8728-c8017912cbbf,8720813351879,NOT_PUBLISHED_BY_SELLER,The seller has not marked the offer for-sale.
ad2e43a3-65d8-42b7-867a-a3a64b698b6e,6013832558582,NOT_PUBLISHED_BY_SELLER,The seller has not marked the offer for-sale.
bf47b579-d470-4e45-9cfb-e8af1ecf62b5,8432393001937,PRICE_NOT_COMPETITIVE,Price too high
6400a842-1f46-49c1-b472-dcc7e62ed382,8720254469829,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
5b36203e-b75a-4da6-a910-a23792c4a214,8720254623108,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
b0afc628-09df-4990-a335-0ebf239928a2,8720618241054,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
cabf05f9-1b5c-4c94-ac37-390541654eb3,8720813350100,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
66dd9fd1-8cbc-47ce-a39d-9fc4525c5863,8720165629404,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
6e276462-c5d6-431e-8ef1-8eee6320e4ab,8719327502235,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
591b14d8-b88d-43e2-b79e-ee17228ebe13,8720299198005,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
ad33acc6-2600-4e74-a6ff-11bb73134258,8720813350858,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
5c096a7a-2f7d-462d-941d-31b9b0772c1a,8720615384464,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
7870ea23-95a1-439b-b3db-9e7184cc7f81,8720254469577,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
335a1100-17b7-4fe6-849e-d774715696a6,6013723977935,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
