offerId,ean,notPublishableReason,notPublishableReasonDescription
42792746-508b-498f-b9bc-aba4fbb1ebae,0847922081706,UNMATCHED_OFFER,For this product essential product information is missing. Go to 'Mijn aanbod' to enrich this product.
8fb9d759-5900-4af6-9c41-d4aa763ad331,0660048001355,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d8869f51-d952-5033-e053-1d82090a143d,0029695319327,PRICE_NOT_COMPETITIVE,Price too high
1b6e7323-c451-482f-aa99-e879b98db778,4035873024026,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d9cbd649-def2-2d3f-e053-1d82090a91e5,0035585775203,PRICE_NOT_COMPETITIVE,Price too high
c07782e9-8bc6-4956-a73a-13a51455ddc5,8716759543195,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d8869f51-d953-5033-e053-1d82090a143d,0029695330681,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d9cbd649-df1b-2d3f-e053-1d82090a91e5,0035585459356,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-def7-2d3f-e053-1d82090a91e5,0035585459257,PRICE_NOT_COMPETITIVE,Price too high
cbf92038-2cae-4f1a-a133-cbd71b7a6deb,0029695509315,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
1b5df878-a832-43a2-aae1-c12f2454f4a6,8716759555464,PRICE_NOT_COMPETITIVE,Price too high
d8869f51-d959-5033-e053-1d82090a143d,0035585249025,PRICE_NOT_COMPETITIVE,Price too high
53f5f81a-ff13-458d-84d5-d8c972c2f108,8716759546608,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d9caf52a-67e9-4136-e053-1d82090a9707,0035585111018,PRICE_NOT_COMPETITIVE,Price too high
d9caf52a-6718-4136-e053-1d82090a9707,0035585323053,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-df7c-2d3f-e053-1d82090a91e5,0035585494067,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
ee680899-eb6b-4655-bcc1-276dbf44edc2,8716759568433,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-df53-2d3f-e053-1d82090a91e5,0035585414355,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-defd-2d3f-e053-1d82090a91e5,0035585453002,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-df83-2d3f-e053-1d82090a91e5,0035585495071,PRICE_NOT_COMPETITIVE,Price too high
d9cbd649-defe-2d3f-e053-1d82090a91e5,0035585418018,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
fa4c2cd7-1c94-40e5-98af-76efd66ef04c,0849031017294,OUT_OF_STOCK,Out of stock or remaining stock is reserved for pending orders.
d9caf52a-670a-4136-e053-1d82090a9707,0035585360959,PRICE_NOT_COMPETITIVE,Price too high
